'id_car_serie','id_car_model','id_car_generation','name','date_create','date_update','id_car_type'
'457','350','7840','Crossover','1399138514','1586393837','1'
'458','351','7841','Sedan','1399138516','1568054502','1'
'461','353','7842','Hatchback','1399138520','1568054502','1'
'464','356','7151','Crossover','1399139415','1568054503','1'
'465','357','7152','SUV 5-doors','1399139417','1461877213','1'
'471','361','7847','Fastback','1399139422','1568054505','1'
'477','365','7850','Hatchback','1399139427','1568054506','1'
'478','366','7851','Hatchback','1399139710','1568054506','1'
'479','367','7852','Hatchback 5-doors','1399139713','1461884968','1'
'480','368','7853','Minivan','1399139715','1568054506','1'
'486','372','7856','Hatchback 5-doors','1399139722','1461884971','1'
'494','376','7858','Minivan','1399140313','1568054521','1'
'498','378','7860','Moroder Coupe','1399140317','1568054522','1'
'505','382','7863','Coupe','1399140323','1461885011','1'
'506','383','7864','Compactvan','1399140325','1555412782','1'
'508','385','7865','Compactvan Stepway','1399140328','1461885013','1'
'511','387','7866','Hatchback','1399141253','1586460721','1'
'513','389','7867','Sedan','1399141257','1568054523','1'
'515','391','7868','SUV','1399141261','1568054523','1'
'534','404','7156','Sedan','1399142733','1568054525','1'
'535','405','7878','Sedan','1399142735','1568054525','1'
'536','406','7879','Sedan','1399143306','1568054525','1'
'538','408','7880','SUV','1399143310','1568054526','1'
'542','411','7881','Sedan','1399143315','1568054529','1'
'545','413','7883','Minivan','1399143318','1568054530','1'
'546','414','7884','Minivan','1399143320','1568054530','1'
'547','415','7885','Hatchback','1399143321','1568054530','1'
'548','416','7886','Sedan','1399145110','1568054530','1'
'559','423','7159','Crossover','1399145121','1568054531','1'
'560','424','7888','Hatchback','1399145123','1568054531','1'
'561','425','7889','Hatchback 5-doors','1399145124','1461885078','1'
'582','432','7892','Hatchback','1399146016','1568054532','1'
'585','434','7161','Minivan','1399146019','1568054532','1'
'588','436','7895','Hatchback','1399146907','1568054533','1'
'589','437','6922','Hatchback','1399146909','1568054533','1'
'594','441','7897','Hatchback','1399146914','1568054534','1'
'598','443','6947','Compactvan','1399146917','1461885130','1'
'602','446','7901','Hatchback','1399147804','1568054534','1'
'603','447','7902','Hatchback','1399147806','1568054534','1'
'604','448','7903','SUV 3-doors','1399147807','1461885134','1'
'618','461','7911','Coupe','1399149015','1461885141','1'
'619','462','9293','SUV','1399149016','1568054535','1'
'620','463','7912','Coupe','1399149017','1461885141','1'
'621','464','7913','Pickup One-and-a-half cabin','1399149018','1461885183','1'
'647','472','124181','Sedan 2-doors','1399149612','1461885189','1'
'648','473','7169','Cabriolet','1399149614','1568054535','1'
'651','475','7171','Coupe','1399149615','1568054536','1'
'652','476','7172','Coupe','1399150203','1461877265','1'
'653','477','7173','Coupe','1399150204','1461877265','1'
'657','481','7921','SUV','1399150208','1568054536','1'
'658','482','7175','SUV','1399150209','1568054536','1'
'659','483','7922','Pickup','1399150210','1568054536','1'
'660','484','7923','SUV','1399150211','1568054536','1'
'661','485','7924','SUV','1399150212','1568054536','1'
'671','494','7929','Sedan','1399151424','1461885242','1'
'672','495','7930','Hatchback','1399151427','1568054539','1'
'674','497','7931','Sedan','1399151706','1461885245','1'
'677','500','7932','Crossover','1399151709','1586460938','1'
'678','501','7933','wagon 5-doors','1399151710','1461885247','1'
'679','502','7935','Sedan','1399151712','1568054540','1'
'681','504','7936','SUV','1399151713','1568054540','1'
'682','505','7937','Hatchback 5-doors','1399151714','1461885250','1'
'686','508','7939','Cabriolet','1399152317','1568054541','1'
'687','509','7940','Sedan','1399152319','1568054541','1'
'704','521','7177','Hatchback 5-doors','1399152912','1461877267','1'
'705','522','7949','Sedan','1399152913','1568054542','1'
'710','524','7951','Coupe','1399152915','1568054543','1'
'711','525','7952','Sedan','1399152916','1568054543','1'
'717','531','7180','Sedan','1399153211','1568054543','1'
'718','532','9305','Sedan','1399153212','1568054543','1'
'719','533','7181','Hatchback','1399153213','1568054543','1'
'721','535','7953','Hatchback','1399153215','1568054543','1'
'724','537','7955','Hatchback','1399153823','1568054544','1'
'725','538','7956','Sedan','1399153824','1568054544','1'
'737','544','7960','Coupe','1399153830','1461885313','1'
'738','545','7961','Coupe','1399153831','1461885313','1'
'742','548','7185','Coupe','1399154711','1461879065','1'
'743','549','7186','Coupe','1399154712','1461879066','1'
'751','554','7189','Coupe','1399154716','1568054580','1'
'752','555','7964','T cabriolet 2-doors','1399154718','1568054581','1'
'753','556','7966','Coupe','1399155604','1568054581','1'
'754','557','7967','Coupe','1399155607','1568054581','1'
'758','559','7969','Coupe','1399155610','1568054581','1'
'763','562','7972','Coupe','1399155613','1568054581','1'
'764','563','7973','Coupe','1399155614','1568054581','1'
'767','565','7975','Coupe','1399155616','1568054582','1'
'772','567','7977','Hatchback','1399155905','1568054582','1'
'782','572','7982','Sedan','1399155909','1461885373','1'
'783','573','7983','Minivan','1399155911','1461885374','1'
'786','575','7984','Minivan','1399155913','1568054582','1'
'787','576','7985','Hatchback','1399156207','1568054582','1'
'788','577','7986','Minivan','1399156208','1461885378','1'
'789','578','7987','Sedan','1399156210','1461885379','1'
'803','591','7996','Sedan','1399157115','1568054584','1'
'813','597','7998','Compactvan','1399157719','1461885430','1'
'817','600','8000','Hatchback','1399157722','1568054585','1'
'818','601','8001','Hatchback 3-doors','1399157724','1461885433','1'
'819','602','8003','Sedan','1399157725','1568054585','1'
'823','604','8005','Pickup Single cabin','1399157727','1461885435','1'
'832','610','8007','Sedan','1399158310','1461885440','1'
'833','611','8008','Minivan','1399158311','1568054586','1'
'834','612','8009','Hatchback','1399158312','1568054586','1'
'842','618','6978','Sedan','1399159507','1568054587','1'
'843','619','8011','Coupe','1399159508','1568054587','1'
'846','622','8013','Crossover','1399159512','1586461116','1'
'847','623','6608','Edge','1399159513','1429398379','1'
'856','628','8018','SUV','1399159805','1568054591','1'
'862','632','8021','Sedan','1399159809','1461885500','1'
'867','635','7195','Sedan','1399159812','1568054595','1'
'872','638','8022','Minivan','1399160407','1461885509','1'
'873','639','8023','Crossover','1399160408','1586461273','1'
'875','641','8024','Hatchback 5-doors','1399160412','1568054598','1'
'880','645','8026','Coupe','1399160416','1568054599','1'
'881','646','8027','Compactvan','1399161304','1461885515','1'
'885','650','7196','Sedan','1399161308','1461879077','1'
'891','656','8035','Coupe','1399162503','1568054603','1'
'906','665','7198','Crossover','1399162512','1568054605','1'
'911','669','8042','Minivan','1399162806','1568054606','1'
'912','670','8043','Compactvan','1399162807','1461885570','1'
'916','673','8045','Hatchback 3-doors','1399162810','1461885571','1'
'917','674','8046','Hatchback 3-doors','1399162811','1461885572','1'
'918','675','8047','Sedan','1399162812','1461885572','1'
'920','677','7201','SUV','1399163403','1568054607','1'
'921','678','7202','Coupe','1399163404','1568054607','1'
'925','681','7205','Sedan','1399163407','1461879086','1'
'926','682','7206','SUV 5-doors','1399163408','1461879087','1'
'928','684','8049','Hatchback 5-doors','1399163410','1461885606','1'
'940','692','8053','Sedan','1399164614','1568054608','1'
'941','693','8054','Coupe','1399164615','1568054608','1'
'945','695','6981','Crossover','1399164617','1600761722','1'
'974','703','8057','SUV','1399164948','1568054609','1'
'975','704','8058','Pickup Single cabin','1399164956','1461885623','1'
'977','706','8059','SUV 3-doors','1399165508','1461885624','1'
'978','707','8060','Minivan','1399165509','1461885625','1'
'980','709','8062','Pickup Double cabin','1399165512','1461885627','1'
'981','710','7211','Hatchback','1399165513','1568054609','1'
'994','721','7222','Pickup','1399166115','1568054640','1'
'995','722','7223','SUV','1399166116','1568054641','1'
'996','723','7224','Pickup','1399166117','1568054641','1'
'1006','732','8069','Crossover','1399166414','1568054641','1'
'1007','733','8070','Sedan','1399166415','1568054642','1'
'1008','734','8071','Sedan','1399166416','1568054642','1'
'1009','735','8072','Sedan','1399166417','1568054642','1'
'1021','743','8075','Hatchback','1399166709','1568054643','1'
'1022','744','8076','SUV','1399166710','1568054643','1'
'1023','745','8077','SUV','1399166711','1568054643','1'
'1024','746','8078','Coupe','1399167316','1568054643','1'
'1025','747','8079','Pickup Double cabin','1399167317','1461885726','1'
'1031','752','8081','Minivan','1399167322','1568054643','1'
'1034','754','8082','wagon','1399167324','1568054646','1'
'1035','755','8083','Sedan','1399167326','1568054647','1'
'1036','756','8085','wagon 5-doors','1399168567','1461885733','1'
'1046','765','7234','Coupe','1399168590','1581423794','1'
'1047','766','8098','Crossover','1399169168','1568054653','1'
'1050','769','8099','Minivan','1399169218','1568054653','1'
'1052','771','8100','Minivan','1399169225','1568054654','1'
'1053','772','7235','Sedan','1399169227','1461879146','1'
'1054','773','7236','Sedan','1399169238','1568054654','1'
'1056','775','7237','Minivan','1399169244','1568054655','1'
'1057','776','8102','Hybrid minivan 5-doors','1399169426','1568054655','1'
'1063','781','8103','Sedan','1399169441','1461885790','1'
'1069','786','8107','SUV 5-doors','1399170049','1461885796','1'
'1070','787','8108','Minivan','1399170051','1568054660','1'
'1071','788','8110','Coupe','1399170052','1568054660','1'
'1074','791','6983','wagon','1399170056','1568054661','1'
'1079','796','8111','Hatchback 5-doors','1399170713','1461885805','1'
'1080','797','8112','Sedan','1399170716','1568054662','1'
'1081','798','8113','Pickup','1399170718','1568054662','1'
'1082','799','7238','Minivan','1399170719','1568054662','1'
'1083','800','8115','Roadster','1399170720','1639989480','1'
'1085','802','8117','Minivan','1399170724','1568054663','1'
'1088','805','8118','Minivan','1399170728','1568054664','1'
'1089','806','8119','Hatchback','1399171293','1568054664','1'
'1090','807','8120','Sedan 4-doors','1399171296','1568054664','1'
'1094','811','8124','Minivan','1399171302','1640013666','1'
'1095','812','8125','Pickup','1399171304','1568054665','1'
'1096','813','8126','Crossover','1399171306','1568054665','1'
'1097','814','8127','Pickup','1399171307','1568054665','1'
'1104','817','8129','X SUV 5-doors','1399171863','1568054665','1'
'1107','819','8130','Hatchback','1399171867','1568054666','1'
'1109','821','8132','Sedan','1399171870','1568054667','1'
'1111','823','8133','Sedan','1399171873','1568054668','1'
'1119','829','8138','Coupe','1399172475','1461885867','1'
'1131','836','6986','Hatchback','1399173018','1568054675','1'
'1132','837','8142','Crossover','1399173019','1586462309','1'
'1133','838','8144','Crossover','1399173020','1586462311','1'
'1136','840','8145','Minivan','1399173024','1568054676','1'
'1137','841','8146','Sedan','1399173025','1568054676','1'
'1138','842','8147','Minivan','1399173026','1568054676','1'
'1139','843','8148','SUV 5-doors','1399173027','1461885914','1'
'1142','846','8149','Minivan 5-doors','1399173344','1568054677','1'
'1143','847','7240','Coupe','1399173345','1461879184','1'
'1148','851','8150','Sedan','1399173350','1568054679','1'
'1149','852','8152','SUV','1399173351','1600762215','1'
'1151','854','8153','Minivan','1399173354','1568054680','1'
'1153','856','8155','Coupe','1399174219','1568054681','1'
'1154','857','8156','Hatchback 4-doors','1399174223','1461885926','1'
'1159','861','8161','Crossover 5-doors','1399174283','1586462401','1'
'1165','865','7242','Sedan','1399174377','1568054683','1'
'1166','866','8162','Crossover','1399183556','1586462419','1'
'1169','869','8163','Sedan','1399183565','1568054684','1'
'1173','873','8164','Crossover','1399183570','1568054685','1'
'1174','874','8166','Crossover','1399183571','1586462482','1'
'1180','878','8169','Hatchback 3-doors','1399184437','1461885975','1'
'1181','879','8170','Coupe','1399184438','1568054685','1'
'1183','881','7244','Sedan','1399184441','1568054700','1'
'1184','882','7245','Sedan','1399184442','1568054700','1'
'1185','883','7246','Coupe','1399184443','1461879189','1'
'1186','884','7247','Coupe','1399184444','1568054700','1'
'1187','885','8171','Cabriolet','1399184445','1568054700','1'
'1203','896','8175','SUV 5-doors','1399187409','1461886024','1'
'1207','899','8176','Sedan','1399187413','1461886026','1'
'1213','902','7248','SUV','1399187417','1568054702','1'
'1215','904','8178','SUV','1399187420','1463242330','1'
'1216','905','8179','Hatchback','1399187422','1568054702','1'
'1219','907','8181','Sedan','1399188019','1568054702','1'
'1220','908','8182','Compactvan','1399188020','1461886032','1'
'1221','909','8183','Sedan','1399188021','1461886033','1'
'1222','910','8184','Minivan','1399188023','1568054702','1'
'1224','912','7249','Crossover','1399188025','1568054703','1'
'1230','916','7251','Sedan 4-doors','1399189218','1568054703','1'
'1236','920','8185','Coupe','1399189222','1461886041','1'
'1242','924','8186','SUV opened','1399189227','1461886045','1'
'1243','925','8187','SUV','1399189228','1568054706','1'
'1248','930','8188','Crossover','1399189863','1586462712','1'
'1251','932','7255','Roadster','1399189865','1461879203','1'
'1252','933','8189','Pickup','1399189866','1461886088','1'
'1256','935','8191','Sedan','1399189869','1568054708','1'
'1257','936','8194','Sedan','1399190431','1568054708','1'
'1268','942','8197','Sedan','1399190441','1568054711','1'
'1269','943','8198','Roadster','1399190443','1639989924','1'
'1270','944','8199','Sedan','1399190444','1568054712','1'
'1271','945','8200','Minivan','1399190445','1568054712','1'
'1273','947','7256','SUV','1399190712','1568054712','1'
'1274','948','8201','Sedan','1399190713','1568054712','1'
'1278','951','8203','Sedan','1399190716','1568054714','1'
'1281','953','6851','Sedan','1399190718','1568054714','1'
'1282','954','8204','Minivan','1399190720','1568054715','1'
'1283','955','8205','SUV','1399190721','1568054715','1'
'1295','962','8207','Sedan','1399191615','1568054718','1'
'1297','964','6502','Venga','1399191617','1426630405','1'
'1298','965','8208','Hatchback','1399191618','1568054719','1'
'1313','971','7258','Coupe','1399192211','1461879204','1'
'1317','974','8214','Coupe','1399192215','1461886158','1'
'1320','976','8216','Coupe','1399193705','1461886160','1'
'1323','978','6853','Coupe 2-doors','1399193708','1568054721','1'
'1324','979','8218','targa','1399193709','1461886162','1'
'1325','980','8219','Coupe','1399193710','1461886163','1'
'1326','981','7260','Pickup Double cabin','1399193711','1540420315','1'
'1327','982','7261','Pickup','1399193713','1461879206','1'
'1330','984','8220','Coupe','1399193715','1568054721','1'
'1355','1001','8233','Sedan','1399196130','1568054723','1'
'1356','1002','8234','Sedan','1399196131','1461886215','1'
'1357','1003','8235','Hatchback','1399196133','1568054723','1'
'1359','1005','8236','Minivan','1399196135','1568054724','1'
'1369','1012','7268','SUV 3-doors','1399196708','1461879251','1'
'1370','1013','7269','Pickup Single cabin','1399196709','1461879252','1'
'1372','1015','7271','Compactvan','1399196711','1461879253','1'
'1373','1016','8237','Sedan','1399197604','1461886263','1'
'1374','1017','8238','SUV 5-doors','1399197605','1461886263','1'
'1382','1025','8240','Coupe','1399197612','1463242989','1'
'1385','1028','8241','Coupe 2-doors','1399198207','1568054730','1'
'1388','1031','7272','SUV 5-doors','1399198210','1461879254','1'
'1391','1033','8242','Sedan','1399198212','1568054730','1'
'1394','1036','6733','X60','1399198805','1434661826','1'
'1396','1037','8243','SUV','1399198807','1568054731','1'
'1400','1041','7274','Coupe','1399198811','1461879256','1'
'1401','1042','7275','Coupe','1399198812','1461879257','1'
'1402','1043','8244','SUV 5-doors','1399198813','1461886285','1'
'1419','1051','8250','Coupe','1399199407','1461886325','1'
'1420','1052','8251','Cabriolet','1399199408','1568054732','1'
'1422','1054','8252','Coupe','1399199411','1586463247','1'
'1424','1056','8253','S Coupe 2-doors','1399199706','1568054761','1'
'1425','1057','8254','Coupe','1399199707','1461886329','1'
'1426','1058','8255','Coupe','1399199708','1568054761','1'
'1427','1059','8256','Coupe','1399199709','1568054761','1'
'1439','1071','8261','SUV','1399200609','1568054762','1'
'1440','1072','8262','SUV','1399200610','1568054762','1'
'1444','1074','7281','SUV 3-doors','1399200612','1461879261','1'
'1454','1082','7284','Roadster','1399201211','1461879263','1'
'1455','1083','8268','Roadster','1399201212','1461886386','1'
'1456','1084','8269','Roadster','1399201213','1639990262','1'
'1457','1085','8270','Roadster','1399201215','1639990264','1'
'1458','1086','8271','Coupe','1399201805','1568054762','1'
'1459','1087','8272','Coupe','1399201806','1568054762','1'
'1460','1088','8273','Sedan','1399201807','1568054762','1'
'1465','1092','8277','Sedan','1399201812','1568054763','1'
'1468','1094','8279','Compactvan','1399201814','1461886392','1'
'1469','1095','8280','Minivan','1399201815','1568054763','1'
'1477','1102','7288','Cabriolet','1399202710','1461879303','1'
'1481','1104','8285','Coupe','1399202712','1461886397','1'
'1482','1105','8286','Coupe','1399202714','1461886398','1'
'1486','1108','8287','Coupe','1399204204','1461886443','1'
'1487','1109','8288','Coupe','1399204205','1461886443','1'
'1488','1110','8289','Coupe','1399204206','1461886444','1'
'1489','1111','8290','Coupe','1399204207','1461886445','1'
'1490','1112','8291','Coupe','1399204208','1461886445','1'
'1491','1113','8292','Coupe','1399204210','1461886445','1'
'1492','1114','8293','Coupe','1399204211','1461886446','1'
'1524','1134','7290','Coupe','1399206313','1568054774','1'
'1525','1135','7291','Crossover','1399206315','1586463450','1'
'1526','1136','7292','Custom Style hatchback 5-doors','1399206916','1586463453','1'
'1530','1138','8304','Minivan','1399206919','1568054775','1'
'1531','1139','6989','Minivan','1399206921','1568054775','1'
'1533','1141','7293','Freestyle Cab pickup 4-doors','1399206924','1639990402','1'
'1537','1144','8305','Sedan','1399206928','1568054777','1'
'1538','1145','6632','Crossover','1399206929','1600762851','1'
'1539','1146','7294','Crossover','1399207505','1586463512','1'
'1542','1149','7296','Hatchback 5-doors','1399207508','1461879312','1'
'1544','1151','7298','Sedan','1399207511','1461879313','1'
'1545','1152','7299','Sedan','1399207512','1461879314','1'
'1546','1153','7300','Sedan','1399207514','1568054778','1'
'1547','1154','7301','Sedan','1399207515','1461879315','1'
'1548','1155','7302','Coupe','1399207516','1568054778','1'
'1556','1162','7303','Coupe','1399208112','1568054781','1'
'1558','1164','7304','Coupe','1399208114','1568054782','1'
'1559','1165','8308','SUV','1399208116','1568054782','1'
'1560','1166','8309','Sedan','1399209308','1461886522','1'
'1564','1169','7305','Marvie SUV','1399209311','1640022319','1'
'1567','1171','8310','Sedan','1399209313','1461886565','1'
'1570','1174','6546','RX-8','1399209316','1426979135','1'
'1571','1175','8311','Minivan','1399209317','1568054783','1'
'1573','1177','8312','Hatchback','1399210212','1568054783','1'
'1575','1179','8313','Hatchback','1399210214','1568054784','1'
'1579','1182','8315','Coupe','1399210218','1563373969','1'
'1580','1183','8316','Hatchback','1399210219','1586463664','1'
'1581','1184','7307','Coupe','1399210220','1568054784','1'
'1582','1185','8317','Coupe','1399210222','1568054784','1'
'1583','1186','7308','Sedan','1399211407','1461879324','1'
'1616','1209','8319','Minivan','1399212319','1568054784','1'
'1620','1212','8321','Sedan','1399212323','1461886637','1'
'1628','1215','8324','Roadster','1399212326','1461886640','1'
'1636','1221','8326','Sedan','1399213213','1568054785','1'
'1637','1222','8327','Sedan','1399213214','1568054785','1'
'1638','1223','8328','Minivan','1399213215','1568054785','1'
'1640','1225','8329','Sedan','1399213217','1568054785','1'
'1647','1230','7330','Hatchback','1399214112','1568054786','1'
'1648','1231','7331','Hatchback 5-doors','1399214114','1461879400','1'
'1649','1232','8336','Cross hatchback 5-doors','1399214115','1640026544','1'
'1650','1233','8338','Sedan','1399214116','1640026544','1'
'1651','1234','7333','Hatchback','1399214117','1640026544','1'
'1652','1235','8341','Sedan','1399214118','1640026544','1'
'1655','1237','8342','Cabriolet','1399214427','1568054787','1'
'1656','1238','8343','Hatchback 5-doors','1399214428','1461886693','1'
'1660','1241','8346','Roadster','1399214436','1461886695','1'
'1661','1242','8347','Sedan','1399214437','1461886695','1'
'1662','1243','8348','Cabriolet','1399214438','1568054787','1'
'1675','1251','8354','Hatchback 3-doors','1399214713','1461886745','1'
'1676','1252','8355','Hatchback 3-doors','1399214714','1461886746','1'
'1677','1253','8356','Hatchback 3-doors','1399214715','1461886746','1'
'1678','1254','7337','Cabriolet','1399214717','1568054787','1'
'1712','1272','8365','Hatchback 3-doors','1399215959','1461886769','1'
'1713','1273','8366','Sedan','1399215960','1568054823','1'
'1716','1276','8368','Minivan','1399216204','1568054825','1'
'1722','1281','8371','Crossover','1399216210','1586464001','1'
'1724','1283','8372','Coupe','1399216212','1568054826','1'
'1726','1285','8373','Minivan','1399216214','1568054827','1'
'1727','1286','8374','Coupe','1399216808','1461886817','1'
'1728','1287','8377','Hatchback','1399216810','1568054827','1'
'1729','1288','7339','Hatchback','1399216812','1568054827','1'
'1738','1294','8378','wagon','1399216820','1568054833','1'
'1739','1295','8379','wagon 5-doors','1399216821','1461886828','1'
'1752','1303','7342','SUV','1399217714','1568054837','1'
'1757','1307','8384','Hatchback 3-doors','1399218305','1461886842','1'
'1758','1308','8385','Sedan','1399218306','1568054838','1'
'1759','1309','8386','Pickup Double cabin','1399218308','1461886863','1'
'1764','1313','7343','Minivan','1399218312','1568054838','1'
'1770','1319','7346','Minivan','1399219220','1568054839','1'
'1771','1320','8389','Sedan','1399219222','1461886871','1'
'1772','1321','7347','Sedan','1399219223','1461879431','1'
'1787','1333','8394','Compactvan','1399220142','1461886879','1'
'1788','1334','7349','Roadster','1399220143','1461879433','1'
'1789','1335','7350','Roadster','1399220144','1461879433','1'
'1790','1336','7351','Cabriolet','1399220302','1461879434','1'
'1795','1341','8395','Coupe','1399220308','1461886923','1'
'1796','1342','7356','Cabriolet','1399220309','1586464156','1'
'1798','1344','8396','Roadster','1399220311','1461886925','1'
'1802','1346','8398','Coupe','1399220736','1568054839','1'
'1803','1347','8399','Coupe','1399220737','1568054839','1'
'1805','1349','8400','Coupe','1399220741','1568054840','1'
'1813','1355','7357','Sedan','1399221015','1568054841','1'
'1815','1357','7358','Minivan','1399221018','1461879439','1'
'1817','1359','8403','SUV','1399221020','1568054843','1'
'1819','1361','8404','Minivan','1399221023','1568054843','1'
'1820','1362','7360','Canvas top hatchback 3-doors','1399221024','1568054843','1'
'1828','1370','8406','Sedan','1399230628','1568054849','1'
'1830','1372','8407','Crew Cab pickup 4-doors','1399230630','1568054850','1'
'1831','1373','10475','Crossover','1399230631','1568054850','1'
'1833','1375','8409','wagon 5-doors','1399231068','1568054851','1'
'1836','1377','8410','Roadster','1399231074','1639991215','1'
'1839','1380','7361','Coupe','1399231078','1568054853','1'
'1841','1382','8412','Highway Star minivan','1399231081','1568054854','1'
'1843','1384','8413','Highway Star Touring minivan 5-doors','1399231083','1568054854','1'
'1845','1386','8414','Hatchback','1399231509','1640029472','1'
'1847','1388','8415','Minivan','1399231511','1568054856','1'
'1848','1389','6857','Coupe','1399231513','1568054856','1'
'1867','1402','8420','Canvas top hatchback 3-doors','1399232117','1568054861','1'
'1870','1405','8421','Hatchback','1399233304','1568054863','1'
'1871','1406','7363','Coupe','1399233305','1568054863','1'
'1872','1407','8422','Coupe','1399233306','1461887048','1'
'1879','1412','8425','Sedan','1399233311','1461887051','1'
'1889','1417','8426','Sedan','1399233609','1568054864','1'
'1891','1419','8427','Sedan','1399233618','1461887055','1'
'1896','1424','8429','Hatchback','1399233623','1568054865','1'
'1905','1428','8432','Coupe','1399234251','1568054868','1'
'1909','1430','8434','Cabriolet','1399234256','1568054869','1'
'1931','1441','8436','Crossover','1399234855','1586465017','1'
'1934','1443','8437','GSE Coupe 3-doors','1399234857','1640032655','1'
'1940','1447','6890','Hatchback','1399235124','1568054883','1'
'1941','1448','8438','Minivan','1399235125','1568054883','1'
'1942','1449','8439','Turbo targa 2-doors','1399235126','1568054883','1'
'1950','1454','7367','Coupe','1399235132','1461879486','1'
'1951','1455','8440','Coupe','1399236307','1461887132','1'
'1957','1458','8443','Roadster','1399236311','1639991806','1'
'1958','1459','8444','Compactvan','1399236312','1461887135','1'
'1959','1460','8445','Hatchback 5 doors','1399236313','1540411689','1'
'1960','1461','8446','Hatchback','1399236314','1568054885','1'
'1961','1462','8447','SUV 5 doors','1399236315','1540411722','1'
'1962','1463','8448','Minivan','1399236316','1568054885','1'
'1963','1464','8449','Hatchback 5 doors','1399236318','1540411740','1'
'1964','1465','8450','SUV 5 doors','1399237205','1540411754','1'
'1992','1478','8461','Sedan','1399238108','1568054888','1'
'2011','1485','8468','Crossover','1399238753','1586465123','1'
'2012','1486','8469','Crossover','1399238754','1586465124','1'
'2021','1490','8473','Sedan','1399238758','1568054894','1'
'2022','1491','6698','Minivan','1399238760','1568054894','1'
'2032','1495','8477','Sedan','1399239004','1461887227','1'
'2033','1496','8478','Sedan','1399239006','1568054895','1'
'2034','1497','6894','Sedan','1399239007','1568054895','1'
'2035','1498','8479','Minivan','1399239009','1568054895','1'
'2040','1503','8481','Microvan','1399239014','1461887233','1'
'2041','1504','8482','Sedan','1399239015','1568054896','1'
'2042','1505','8483','Sedan','1399239604','1568054896','1'
'2045','1507','8485','Coupe','1399239606','1568054896','1'
'2056','1514','7368','Crossover','1399239612','1568054897','1'
'2058','1516','8491','Hatchback 3-doors','1399240204','1461887242','1'
'2068','1521','8495','Sedan','1399240208','1461887247','1'
'2076','1527','8504','Sedan','1399240835','1461887289','1'
'2085','1532','8507','wagon 5-doors','1399240841','1461887294','1'
'2086','1533','8508','Crossover','1399240842','1586465221','1'
'2092','1537','8513','targa','1399241122','1461887302','1'
'2093','2388','7526','Roadster','1399241123','1461881717','1'
'2094','1539','8514','Coupe','1399241124','1461887302','1'
'2095','1540','8515','Coupe','1399241126','1568054905','1'
'2098','1542','8517','Coupe','1399241129','1461887304','1'
'2102','1545','7373','targa','1399242649','1568054906','1'
'2105','1548','8519','Crossover','1399242654','1586465280','1'
'2107','1550','8520','Sedan','1399242657','1568054907','1'
'2109','1552','8522','Compactvan','1399242659','1461887312','1'
'2110','1553','7374','Hatchback 5-doors','1399242660','1461879491','1'
'2111','1554','8523','Sedan','1399242661','1461887343','1'
'2112','1555','8524','Minivan','1399243220','1568054908','1'
'2113','1556','8525','Sedan','1399243221','1568054908','1'
'2115','1558','8526','Sedan','1399243223','1461887346','1'
'2126','1565','8529','Coupe','1399243511','1461887351','1'
'2127','1566','8530','Coupe','1399243522','1461887351','1'
'2130','1568','8532','Cabriolet 2-doors','1399243536','1568054908','1'
'2136','1572','8535','Hatchback','1399243541','1568054909','1'
'2137','1573','8536','Coupe','1399243543','1568054909','1'
'2138','1574','8537','Hatchback','1399243544','1568054909','1'
'2139','1575','8538','Coupe','1399244103','1568054909','1'
'2143','1578','8540','Hatchback','1399244108','1568054910','1'
'2147','1580','8542','Liftback','1399244110','1568054910','1'
'2148','1581','8543','Hatchback','1399244111','1568054911','1'
'2154','1584','8545','Hatchback','1399244114','1568054912','1'
'2155','1585','8546','Sedan','1399244731','1568054912','1'
'2156','1586','8547','Minivan','1399244733','1568054912','1'
'2164','1593','8549','Coupe','1399244741','1568054915','1'
'2181','1605','7376','Cabriolet','1399246815','1568054924','1'
'2184','1608','8555','Coupe 2-doors','1399246819','1568054925','1'
'2185','1609','6678','Hatchback','1399246820','1568054926','1'
'2186','1610','8556','Roadster','1399246821','1639992320','1'
'2187','1611','8557','Hatchback','1399246822','1568054926','1'
'2190','1614','7379','Sedan','1399246825','1568054940','1'
'2192','1616','7380','Sedan','1399247709','1568054940','1'
'2193','1617','7381','Sedan','1399247710','1568054940','1'
'2200','1622','7389','Roadster','1399247715','1639992337','1'
'2212','1628','8561','Sedan','1399248615','1568054942','1'
'2223','1633','8566','Sedan','1399248620','1461887478','1'
'2224','1634','8567','Hatchback 5-doors','1399248621','1461887478','1'
'2225','1635','7390','wagon','1399249203','1568054942','1'
'2229','1637','7391','SUV 5-doors','1399249204','1461879507','1'
'2232','1639','7395','SUV','1399249206','1568054944','1'
'2233','1640','8569','Sedan','1399249207','1568054944','1'
'2239','1643','8571','wagon','1399249210','1568054945','1'
'2240','1644','8572','Sedan','1399249211','1568054946','1'
'2243','1646','8574','Coupe','1399249505','1568054946','1'
'2249','1649','8576','Sedan','1399249507','1568054946','1'
'2254','1653','8580','Crossover','1399249511','1568054946','1'
'2255','1654','8581','Minivan','1399249512','1568054946','1'
'2257','1656','8582','Cabriolet','1399250128','1568054946','1'
'2261','1660','7397','Coupe','1399250132','1568054946','1'
'2262','1661','7398','Hatchback','1399250133','1568054947','1'
'2264','1663','8583','Hatchback','1399250134','1568054947','1'
