'id_car_serie','id_car_model','id_car_generation','name','date_create','date_update','id_car_type'
'9163','1745','9044','SUV 3-doors','1403393289','1462055102','1'
'9167','1751','1934','Sedan 4-doors','1403393297','1568054975','1'
'9168','1751','1934','wagon','1403393297','1568054976','1'
'9170','1755','1939','Microvan','1403393366','1461887720','1'
'9174','1761','1948','RR hatchback','1403393425','1586465953','1'
'9175','1761','1949','Hatchback 3-doors','1403393425','1640039523','1'
'9176','1761','1950','Hatchback 5-doors','1403393425','1568054978','1'
'9178','1759','1946','Sedan','1403393524','1568054977','1'
'9179','1759','1946','Hatchback','1403393524','1568054977','1'
'9183','1773','1956','Hatchback','1403393594','1568054979','1'
'9186','1783','8664','Sport roadster','1403393664','1639992818','1'
'9188','1784','8665','Pickup','1403393716','1568055001','1'
'9192','1790','8669','Sedan','1403393776','1568055001','1'
'9193','1796','1975','Sedan','1403393834','1568055004','1'
'9195','1793','1969','Sedan','1403393885','1568055003','1'
'9196','1794','1971','Minivan','1403393889','1568055004','1'
'9197','1794','9760','Minivan 5-doors','1403393889','1568055003','1'
'9198','1802','1985','Hatchback','1403393893','1568055007','1'
'9199','1802','1986','Hatchback 5-doors','1403393893','1568055007','1'
'9200','1802','1986','Hatchback 3-doors','1403393893','1568055007','1'
'9201','1803','1988','Minivan','1403393898','1568055008','1'
'9202','1803','1988','Open Deck pickup','1403393898','1586466047','1'
'9204','1799','1979','Sedan','1403394005','1568055005','1'
'9205','1799','1980','Sedan','1403394005','1568055005','1'
'9206','1799','6915','Sedan','1403394005','1568055005','1'
'9207','1809','8678','Crossover','1403394021','1568055009','1'
'9208','1811','2001','Sedan-Hardtop','1403394075','1461881463','1'
'9209','1811','2002','Sedan-Hardtop','1403394075','1461881463','1'
'9210','1817','2024','Hardtop','1403394084','1568055014','1'
'9211','1817','2025','Hardtop','1403394084','1568055014','1'
'9212','1817','2026','Sedan','1403394084','1461887850','1'
'9213','1817','2027','Sedan','1403394084','1461887850','1'
'9215','1821','2041','SF liftback','1403394143','1568055022','1'
'9216','1821','2041','Sedan 4-doors','1403394143','1568055022','1'
'9217','1821','2041','EXiV Sedan 4-doors','1403394143','1568055022','1'
'9218','1821','2042','EXiV Sedan','1403394143','1568055022','1'
'9220','1821','9790','Sedan','1403394143','1568055023','1'
'9221','1821','2043','Sedan','1403394143','1568055023','1'
'9222','1821','2044','Sedan','1403394143','1640040923','1'
'9223','1821','2044','Liftback','1403394143','1640040923','1'
'9224','1821','2044','wagon 5-doors','1403394143','1461887861','1'
'9225','1821','2045','Sedan','1403394143','1568055023','1'
'9229','1815','2019','Sedan','1403394185','1568055013','1'
'9230','1815','2020','Sedan','1403394185','1568055013','1'
'9231','1823','2049','Sedan 4-doors','1403394198','1586466209','1'
'9232','1823','9792','Sedan','1403394198','1568055023','1'
'9233','1823','2050','Sedan','1403394198','1568055024','1'
'9234','1823','2049','wagon','1403394198','1568055024','1'
'9237','1825','2057','Sedan','1403394244','1568055024','1'
'9238','1825','2058','Sedan','1403394244','1568055024','1'
'9239','1825','9795','Sedan','1403394244','1568055024','1'
'9240','1825','2060','Hardtop','1403394244','1586466245','1'
'9241','1825','2061','Hardtop','1403394244','1586466246','1'
'9246','1840','108222','Hybrid crossover 5-doors','1403394365','1640041381','1'
'9247','1840','2082','Crossover','1403394365','1586466284','1'
'9248','1841','2083','SUV','1403394369','1568055032','1'
'9249','1841','2085','SUV 3-doors','1403394369','1568055032','1'
'9250','1841','2085','SUV 5-doors','1403394369','1568055032','1'
'9251','1841','2084','SUV','1403394369','1568055032','1'
'9252','1847','2095','Hatchback','1403394383','1568055034','1'
'9253','1831','2075','Minivan','1403394429','1568055028','1'
'9254','1831','2076','Minivan','1403394429','1568055029','1'
'9255','1850','2106','SUV 3-doors','1403394433','1568055038','1'
'9256','1850','2106','SUV 5-doors','1403394433','1568055038','1'
'9257','1850','2107','SUV 3-doors','1403394433','1568055038','1'
'9258','1850','2107','SUV 5-doors','1403394433','1568055038','1'
'9259','1850','2108','SUV 3-doors','1403394433','1568055038','1'
'9260','1850','2108','SUV 5-doors','1403394433','1568055038','1'
'9267','1871','2120','Cabriolet','1403394678','1461887949','1'
'9268','1871','2120','Hatchback 3-doors','1403394678','1461887950','1'
'9269','1871','2120','Hatchback 5-doors','1403394678','1461887950','1'
'9270','1871','2120','wagon 5-doors','1403394678','1461887950','1'
'9271','1871','2121','Coupe','1403394678','1461887950','1'
'9272','1871','2121','Hatchback 5-doors','1403394678','1461887950','1'
'9273','1871','2121','Hatchback 3-doors','1403394678','1461887950','1'
'9274','1871','2121','wagon 5-doors','1403394678','1461887950','1'
'9275','1871','2122','Cabriolet','1403394678','1461887950','1'
'9276','1871','2122','Hatchback 5-doors','1403394678','1461887951','1'
'9277','1871','2122','Hatchback 3-doors','1403394678','1461887950','1'
'9278','1871','2123','Cabriolet','1403394678','1461887951','1'
'9279','1871','2123','Sedan','1403394678','1461887951','1'
'9280','1871','2123','Hatchback 5-doors','1403394678','1461887951','1'
'9281','1871','2123','Hatchback 3-doors','1403394678','1461887951','1'
'9282','1871','2123','wagon 5-doors','1403394678','1461887951','1'
'9283','1871','2124','Hatchback 5-doors','1403394678','1461887951','1'
'9284','1871','2124','wagon 5-doors','1403394678','1461887951','1'
'9285','1871','2124','Hatchback 3-doors','1403394678','1461887952','1'
'9287','1877','2133','Vauxhall Corsa B Hatchback 5 doors','1403394749','1578653358','1'
'9288','1877','2133','Vauxhall Corsa B Hatchback 3 doors','1403394749','1578653348','1'
'9289','1869','8719','Hatchback 3-doors','1403394786','1461887948','1'
'9292','1885','2140','Vauxhall Tigra A','1403394845','1551792777','1'
'9294','1891','8725','Sedan','1403394865','1461887958','1'
'9295','1889','2144','wagon 5-doors','1403394915','1461887956','1'
'9296','1889','2144','Sedan','1403394915','1461887956','1'
'9297','1893','8726','Coupe','1403395029','1461887959','1'
'9298','1897','7420','Coupe','1403395087','1568055039','1'
'9299','1905','2158','Cabriolet','1403395095','1568055042','1'
'9300','1907','7422','SUV 5-doors','1403395105','1461881478','1'
'9301','1899','8728','Cabriolet','1403395146','1461887962','1'
'9302','1903','8730','Coupe','1403395152','1568055042','1'
'9303','1911','8737','SUV','1403395158','1568055048','1'
'9304','1915','2176','Minivan','1403395166','1568055050','1'
'9305','1909','2167','Hatchback 5-doors','1403395205','1461888014','1'
'9306','1917','2178','R36 Sedan 4-doors','1403395215','1568055051','1'
'9307','1917','2178','wagon 5-doors','1403395215','1639993628','1'
'9308','1917','2179','wagon','1403395215','1568055051','1'
'9309','1917','2178','Sedan 4-doors','1403395215','1568055051','1'
'9310','1917','2180','wagon','1403395215','1568055052','1'
'9311','1917','2179','Sedan 4-doors','1403395215','1568055051','1'
'9312','1917','2181','Sedan','1403395215','1568055051','1'
'9314','1917','8740','Hatchback 3-doors','1403395215','1568055052','1'
'9315','1917','2180','Sedan 2-doors','1403395215','1640045750','1'
'9316','1917','2180','Hatchback 3-doors','1403395215','1568055052','1'
'9317','1917','2180','Hatchback 5-doors','1403395215','1568055052','1'
'9319','1919','2186','Sedan','1403395223','1568055053','1'
'9321','1921','7427','Hatchback 3-doors','1403395268','1568055055','1'
'9322','1921','7427','Classic Sedan','1403395268','1586466783','1'
'9324','1921','9860','Hatchback','1403395268','1568055055','1'
'9327','1921','9074','Hatchback 3-doors','1403395268','1568055054','1'
'9328','1921','2192','Sedan','1403395268','1568055053','1'
'9329','1921','9073','Hatchback 3-doors','1403395268','1639993668','1'
'9364','2005','7453','Hatchback','1403396186','1568055123','1'
'9369','2003','7451','wagon','1403396345','1568055123','1'
'9372','2023','8783','wagon 5-doors','1403396369','1461888200','1'
'9374','2017','7464','Van','1403396415','1584086769','1'
'9375','2025','7466','SUV 5-doors','1403396425','1461881557','1'
'9376','2029','7467','Sedan','1403396435','1461881558','1'
'9377','2030','8786','Sedan','1403396473','1461888246','1'
'9378','2033','8789','Sedan','1403396479','1568055127','1'
'9379','2035','7468','Sedan','1403396488','1568055127','1'
'9380','2021','8781','Sedan','1403396586','1461888199','1'
'9381','2037','8791','Sedan','1403396601','1461888251','1'
'9382','2041','8792','Sedan','1403396609','1568055127','1'
'9383','2038','7470','Hatchback','1403396645','1568055127','1'
'9384','2039','7471','Liftback','1403396650','1568055127','1'
'9385','2042','8793','Sedan 2-doors','1403396656','1461888253','1'
'9386','2048','8799','Limousine','1403396714','1568055128','1'
'9387','2049','8800','Sedan','1403396720','1568055128','1'
'9388','2052','7474','Hatchback 5-doors','1403396726','1461881594','1'
'9390','2032','8788','Sedan 311055','1403396765','1461888248','1'
'9391','2043','8794','Sedan','1403396770','1568055128','1'
'9392','2074','7477','Sedan','1403396779','1568055130','1'
'9394','2059','8804','SUV opened','1403396790','1461888304','1'
'9395','2057','8802','Pickup Single cabin','1403396826','1461888303','1'
'9396','2058','8803','SUV','1403396831','1568055129','1'
'9397','2060','8805','SUV','1403396837','1568055129','1'
'9398','2063','8808','Sedan','1403396842','1568055129','1'
'9399','2064','8809','Sedan','1403396847','1568055129','1'
'9401','2062','8807','wagon','1403396892','1568055129','1'
'9402','2065','8810','Hatchback','1403396897','1568055129','1'
'9403','2069','8814','Sedan','1403396906','1568055130','1'
'9404','2070','8815','Sedan','1403396911','1568055130','1'
'9405','2068','8813','Sedan','1403396949','1568055130','1'
'9406','2071','8816','Sedan','1403396955','1568055130','1'
'9408','2075','8820','wagon','1403396965','1568055130','1'
'9409','2076','8821','wagon 5-doors','1403396970','1461888314','1'
'9410','2072','8817','Sedan','1403397066','1461888312','1'
'9411','2073','8818','wagon 5-doors','1403397071','1461888313','1'
'9413','2080','7479','Sedan','1403397081','1568055130','1'
'9414','2081','8823','Hatchback','1403397086','1568055131','1'
'9415','2051','7473','Hatchback','1403397126','1586467035','1'
'9417','2082','7480','Hatchback 5-doors','1403397135','1461881600','1'
'9419','2086','7037','Fastback','1403397145','1568055131','1'
'9420','2087','7482','Sedan','1403397151','1568055131','1'
'9421','2061','8806','wagon','1403397185','1568055129','1'
'9422','2077','8822','wagon','1403397191','1568055130','1'
'9423','2088','8825','Sedan','1403397197','1568055131','1'
'9424','2089','8826','Crossover','1403397202','1568055131','1'
'9425','2092','7484','Sedan','1403397208','1568055131','1'
'9427','2094','8829','SUV','1403397255','1568055132','1'
'9428','18972','8974','SUV','1403397260','1568055241','1'
'9429','2096','8830','SUV','1403397310','1568055132','1'
'9430','2097','8831','SUV 5-doors Simbir','1403397315','1461888368','1'
'9431','2100','2287','Sport SUV 5-doors','1403397319','1639994046','1'
'9432','2103','8834','Minivan','1403397326','1568055133','1'
'9434','2105','2291','Sedan','1403397336','1568055134','1'
'9435','2101','2289','Pickup','1403397365','1568055133','1'
'9436','2102','6966','Crossover','1403397371','1568055133','1'
'9437','2108','6650','Volt','1403397377','1429399827','1'
'9438','2109','8838','Minivan','1403397382','1568055134','1'
'9439','2110','8839','Sedan','1403397387','1568055134','1'
'9440','2111','8840','Sedan','1403397391','1568055134','1'
'9441','2084','8824','Coupe','1403397426','1461888318','1'
'9442','2106','8836','Minivan','1403397435','1568055134','1'
'9443','2113','8841','Sedan','1403397441','1568055135','1'
'9444','2114','7485','Sedan','1403397447','1568055135','1'
'9445','2117','2293','Compactvan','1403397451','1461888382','1'
'9446','2117','2294','Compactvan','1403397451','1461888382','1'
'9447','2107','8837','Sedan','1403397487','1568055134','1'
'9448','2115','7486','Sedan','1403397492','1568055135','1'
'9449','2116','8842','Hatchback','1403397498','1568055135','1'
'9450','2118','2296','Minivan','1403397502','1568055135','1'
'9451','2121','2303','Sedan','1403397506','1568055136','1'
'9452','2121','2303','Liftback','1403397506','1568055136','1'
'9453','2121','2303','wagon','1403397506','1568055136','1'
'9456','2121','9889','wagon','1403397506','1568055137','1'
'9457','2122','2306','Hatchback 5-doors','1403397510','1568055137','1'
'9458','2122','2306','Hatchback 3-doors','1403397510','1568055137','1'
'9459','2112','6800','Sedan Long','1403397606','1461888379','1'
'9460','2124','2308','Minivan','1403397611','1568055139','1'
'9461','2124','2309','Minivan','1403397611','1568055139','1'
'9462','2124','2310','Minivan','1403397611','1568055139','1'
'9463','2128','8845','Nighway star minivan 5-doors','1403397622','1568055139','1'
'9464','2129','2314','SUV 3-doors','1403397626','1568055140','1'
'9465','2129','2314','SUV 5-doors','1403397626','1568055140','1'
'9466','2130','2316','Sedan','1403397630','1568055140','1'
'9467','2130','2317','Sedan','1403397630','1568055140','1'
'9468','2130','2318','Sedan','1403397630','1568055140','1'
'9469','2119','2298','Sedan','1403397665','1568055136','1'
'9470','2120','2300','Sedan 4-doors','1403397669','1568055136','1'
'9471','2120','2301','Sedan','1403397669','1568055136','1'
'9472','2131','2320','Minivan','1403397673','1568055141','1'
'9473','2131','2321','Minivan','1403397673','1568055140','1'
'9474','2131','2319','Compactvan','1403397673','1461888435','1'
'9475','2132','2324','Coupe','1403397677','1568055142','1'
'9476','2132','2325','Coupe','1403397677','1568055141','1'
'9477','2132','2326','Coupe','1403397677','1568055141','1'
'9478','2132','2327','Coupe','1403397677','1568055142','1'
'9479','2133','8847','Crossover','1403397683','1568055142','1'
'9480','2134','2329','Coupe','1403397687','1568055142','1'
'9481','2134','2329','Sedan','1403397687','1568055142','1'
'9482','2134','2330','GT Coupe 2-doors','1403397687','1568055142','1'
'9483','2134','2330','Sedan','1403397687','1568055142','1'
'9484','2134','2328','Sedan','1403397687','1568055142','1'
'9485','2134','2328','GT-R Coupe 2-doors','1403397687','1568055143','1'
'9486','2134','2333','GTR Coupe 2-doors','1403397687','1568055143','1'
'9487','2134','2333','Sedan','1403397687','1568055143','1'
'9488','2134','2333','Coupe 2-doors','1403397687','1568055143','1'
'9489','2134','8849','GTS-R Coupe 2-doors','1403397687','1586464512','1'
'9490','2134','9903','Sedan 4-doors','1403397687','1568055143','1'
'9491','2134','2334','RS-X Sedan 4-doors','1403397687','1568055143','1'
'9492','2135','2336','wagon 5-doors','1403397691','1568055144','1'
'9493','2136','2338','Sedan','1403397696','1640030493','1'
'9494','2136','9913','Hatchback','1403397696','1640030493','1'
'9495','2137','2340','Sedan','1403397725','1568055145','1'
'9496','2137','2341','Sedan','1403397725','1568055145','1'
'9497','2137','2342','wagon','1403397725','1568055145','1'
'9498','2137','2342','Compactvan','1403397725','1461888443','1'
'9499','2137','2343','Sedan','1403397725','1568055145','1'
'9500','2137','9920','Hatchback','1403397725','1568055146','1'
'9501','2137','2343','Hatchback 3-doors','1403397725','1568055145','1'
'9502','2137','9915','Sedan','1403397725','1568055145','1'
'9503','2137','2346','Hatchback 5-doors','1403397725','1568055145','1'
'9504','2137','2345','Sedan','1403397725','1568055146','1'
'9505','2137','2345','Coupe','1403397725','1568055146','1'
'9506','2137','2346','Sedan','1403397725','1600763751','1'
'9507','2137','2346','Hatchback 3-doors','1403397725','1586464542','1'
'9508','2137','2345','Hatchback','1403397725','1586464544','1'
'9509','2138','2348','Sedan','1403397729','1568055147','1'
'9510','2138','2349','Sedan','1403397729','1568055147','1'
'9511','2141','2354','Sedan Latio','1403397734','1461888450','1'
'9512','2141','2354','Sedan','1403397734','1568055148','1'
'9513','2142','8854','Minivan','1403397739','1568055148','1'
'9514','2144','2357','Minivan','1403397747','1461888453','1'
'9515','2144','2358','Minivan','1403397747','1461888453','1'
'9516','2144','2359','Minivan','1403397747','1568055148','1'
'9517','2139','2351','SUV 3-doors','1403397786','1568055147','1'
'9518','2139','2351','SUV 5-doors','1403397786','1568055147','1'
'9519','2139','2352','SUV 3-doors','1403397786','1568055147','1'
'9520','2139','2352','SUV 5-doors','1403397786','1568055147','1'
'9521','2140','8853','SUV','1403397791','1640030778','1'
'9522','2145','6868','Hatchback','1403397795','1568055149','1'
'9523','2145','2361','Sedan','1403397795','1568055149','1'
'9524','2146','9930','wagon','1403397800','1568055149','1'
'9525','2146','2363','wagon','1403397800','1568055149','1'
'9526','2147','2366','SUV','1403397804','1568055149','1'
'9527','2150','9933','wagon','1403397808','1640042082','1'
'9528','2150','2371','Sedan','1403397808','1568055151','1'
'9529','2150','2372','Sedan','1403397808','1568055151','1'
'9530','2150','2373','Sedan','1403397808','1568055151','1'
'9531','2150','2374','wagon','1403397808','1568055151','1'
'9532','2150','2374','Sedan','1403397808','1568055151','1'
'9533','2150','2375','Sedan','1403397808','1568055151','1'
'9534','2126','8844','Crossover 5-doors','1403397846','1586464476','1'
'9535','2148','2368','Crossover','1403397851','1586464624','1'
'9536','2148','2369','Crossover','1403397851','1586464624','1'
'9537','2152','7492','Aerial minivan 5-doors','1403397862','1463267735','1'
'9539','2155','7494','SUV','1403397872','1568055181','1'
'9540','2151','2377','Sedan','1403397905','1568055152','1'
'9542','2157','8857','Minivan','1403397916','1568055181','1'
'9543','2159','8858','Minivan','1403397922','1568055181','1'
'9544','2161','2384','Coupe','1403397927','1568055182','1'
'9545','2156','2381','Coupe','1403397965','1568055181','1'
'9546','2156','2381','targa','1403397965','1461888487','1'
'9547','2156','2382','Coupe','1403397965','1568055181','1'
'9548','2160','8859','Sedan','1403397971','1568055182','1'
'9549','2163','7495','S minivan 5-doors','1403397977','1568055182','1'
'9550','2165','8860','Sedan','1403397983','1568055182','1'
'9551','2166','2390','Minivan','1403397987','1568055182','1'
'9552','2127','2312','Crossover','1403398086','1568055139','1'
'9553','2162','2386','Hatchback','1403398090','1568055182','1'
'9554','2164','2388','Compactvan','1403398097','1461888492','1'
'9555','2168','2394','Minivan','1403398101','1568055183','1'
'9556','2168','2395','Minivan','1403398101','1568055183','1'
'9557','2170','2397','Hatchback','1403398106','1568055183','1'
'9559','2170','2399','Sedan','1403398106','1568055183','1'
'9561','2167','2392','Sedan','1403398145','1568055183','1'
'9562','2169','6706','Hatchback','1403398151','1568055183','1'
'9563','2173','8862','Sedan','1403398157','1568055184','1'
'9564','2175','2401','Minivan','1403398162','1568055184','1'
'9565','2176','2403','Minivan','1403398166','1568055184','1'
'9566','2178','8864','Minivan','1403398172','1463267857','1'
'9567','2158','6968','Minivan','1403398207','1568055181','1'
'9568','2172','8861','wagon','1403398213','1568055184','1'
'9569','2174','8863','Sedan','1403398218','1568055184','1'
'9570','2180','8866','Crossover','1403398224','1568055185','1'
'9571','2181','8867','Sedan','1403398230','1568055186','1'
'9572','2184','8868','Coupe','1403398236','1568055186','1'
'9573','2177','9078','Crossover','1403398264','1586466416','1'
'9574','2177','7497','Crossover 5-doors','1403398264','1586466421','1'
'9576','2177','7497','Crossover 3-doors','1403398264','1568055185','1'
'9577','2177','2407','Crossover','1403398264','1586466414','1'
'9578','2177','7496','Crossover 3-doors','1403398264','1586466418','1'
'9579','2183','2410','SUV','1403398269','1568055186','1'
'9580','2185','2412','Minivan','1403398273','1568055186','1'
'9581','2185','2413','Minivan','1403398273','1568055187','1'
'9582','2186','8869','Minivan','1403398279','1568055187','1'
'9583','2189','8871','Minivan','1403398285','1568055187','1'
'9584','2190','2419','wagon 5-doors','1403398289','1461881648','1'
'9585','2190','2420','wagon','1403398289','1568055187','1'
'9586','2187','2415','Coupe','1403398326','1568055187','1'
'9587','2187','2416','Coupe','1403398326','1461888548','1'
'9588','2187','2417','Coupe','1403398326','1461888548','1'
'9589','2188','8870','Sedan','1403398331','1640042357','1'
'9590','2191','7499','Hardtop','1403398337','1568055187','1'
'9591','2194','2428','Hatchback 5-doors','1403398342','1568055188','1'
'9592','2194','2428','Hatchback 3-doors','1403398342','1568055188','1'
'9593','2194','2429','Hatchback 5-doors','1403398342','1461888552','1'
'9594','2194','2429','Hatchback 3-doors','1403398342','1461888552','1'
'9595','2194','2430','Hatchback 3-doors','1403398342','1461888553','1'
'9596','2194','2430','Hatchback 5-doors','1403398342','1461888553','1'
'9597','2195','8873','wagon','1403398347','1568055188','1'
'9598','2192','2422','Coupe','1403398386','1568055188','1'
'9599','2192','2423','Coupe','1403398386','1568055188','1'
'9600','2192','2424','Coupe','1403398386','1568055188','1'
'9601','2193','2426','Sedan','1403398390','1568055188','1'
'9602','2196','2432','Coupe','1403398396','1568055189','1'
'9603','2197','2433','Regular pickup 2-doors','1403398401','1568055190','1'
'9604','2197','2434','Pickup One-and-a-half cabin','1403398401','1462057764','1'
'9605','2197','2434','Pickup Double cabin','1403398401','1461888555','1'
'9606','2200','2444','Double Cab pickup 4-doors','1403398405','1568055192','1'
'9607','2200','2444','Regular Cab pickup 2-doors','1403398405','1568055192','1'
'9608','2200','2444','Crew Max pickup 4-doors','1403398405','1568055192','1'
'9609','2200','2445','Pickup Single cabin','1403398405','1461888561','1'
'9610','2200','8875','Access Cab pickup 4-doors','1403398405','1568055192','1'
'9611','2201','7500','Hatchback','1403398412','1568055192','1'
'9612','2198','2436','Sedan','1403398446','1568055191','1'
'9613','2198','2436','Hatchback','1403398446','1568055191','1'
'9614','2198','2437','Hatchback 3-doors','1403398446','1461888558','1'
'9616','2198','2438','Hatchback 3-doors','1403398446','1461888558','1'
'9617','2198','2439','Sedan','1403398446','1461888558','1'
'9618','2199','2441','Minivan','1403398450','1568055191','1'
'9619','2199','2442','Minivan','1403398450','1568055191','1'
'9620','2202','8876','Crossover','1403398456','1568055192','1'
'9621','2205','8878','Sedan','1403398462','1568055193','1'
'9622','2206','2449','Minivan','1403398466','1568055193','1'
'9623','2179','8865','Minivan','1403398506','1461888502','1'
'9624','2207','7501','Minivan','1403398517','1568055193','1'
'9625','2208','2451','Sedan','1403398521','1568055193','1'
'9626','2208','2452','Sedan','1403398521','1568055194','1'
'9627','2209','2454','Sedan','1403398526','1568055194','1'
'9628','2209','2455','Sedan-Hardtop','1403398526','1461888568','1'
'9629','2209','2456','Sedan','1403398526','1461888568','1'
'9630','2209','2457','Sedan','1403398526','1568055194','1'
'9631','2209','8879','Hatchback 5-doors','1403398526','1461888568','1'
'9632','2212','8881','Minivan','1403398532','1568055195','1'
'9633','2204','2447','Crossover','1403398625','1568055193','1'
'9634','2210','2458','Hatchback','1403398629','1568055194','1'
'9635','2210','2460','Hatchback 5-doors','1403398629','1568055194','1'
'9637','2211','8880','Crossover','1403398635','1581425389','1'
'9638','2215','2464','Sedan','1403398640','1568055196','1'
'9639','2215','2465','Sedan','1403398640','1568055196','1'
'9640','2216','6709','Minivan','1403398645','1568055196','1'
'9641','2217','2467','Sedan','1403398649','1568055197','1'
'9642','2217','2467','Hatchback 5-doors','1403398649','1568055197','1'
'9643','2217','2467','Hatchback 3-doors','1403398649','1568055197','1'
'9644','2217','2468','Hatchback 5-doors','1403398649','1568055197','1'
'9645','2217','2468','Hatchback 3-doors','1403398649','1568055197','1'
'9646','2203','8877','Minivan','1403398687','1568055193','1'
'9647','2213','7502','Hatchback','1403398693','1568055195','1'
'9648','2214','2462','Sedan','1403398745','1568055195','1'
'9649','2218','7503','Minivan','1403398806','1568055197','1'
'10717','825','2486','Limousine','1404940180','1568054669','1'
'10718','1917','8740','Hatchback 5-doors','1404942753','1568055052','1'
'10719','1921','9072','Hatchback 5-doors','1404942757','1639993664','1'
'10720','1921','7428','Sedan','1404942757','1568055055','1'
'10721','1921','7428','Hatchback','1404942757','1586466785','1'
'10722','1923','8743','Sedan','1404942759','1461888030','1'
'10723','1925','2197','Minivan 5-doors','1404942761','1568055056','1'
'10724','1927','2200','Crossover','1404942763','1568055056','1'
'10725','1929','2204','Compactvan Cross','1404942765','1461888037','1'
'10726','1929','2205','Minivan','1404942765','1568055057','1'
'10727','1933','8748','Coupe','1404942769','1461888063','1'
'10728','1935','8750','Sedan','1404942771','1461888064','1'
'10729','1939','8752','Hatchback','1404942775','1568055058','1'
'10730','1941','8754','Hatchback','1404942777','1586466842','1'
'10731','1945','8758','Sedan 2-doors','1404942781','1461888072','1'
'10732','1949','2220','Hatchback','1404942785','1568055059','1'
'10733','1951','8763','SUV 3-doors','1404942787','1461888078','1'
'10734','1953','2228','Sedan','1404942789','1568055060','1'
'10735','1955','2230','Sedan','1404942791','1568055061','1'
'10736','1955','2231','Sedan','1404942791','1568055061','1'
'10737','1957','9863','wagon','1404942794','1568055061','1'
'10738','1959','6687','Cross Country wagon 5-doors','1404942796','1639993834','1'
'10739','1961','7056','V90','1404942798','1434673699','1'
'10740','1963','9864','wagon','1404942868','1568055063','1'
'10741','1965','8766','Liftback','1404942870','1568055064','1'
'10742','1967','2246','Crossover','1404942871','1568055120','1'
'10743','1971','8768','Cabriolet','1404942875','1461888128','1'
'10744','1973','8770','Roadster','1404942877','1461888129','1'
'10745','1975','7436','SUV','1404942880','1568055121','1'
'10746','1977','8771','Hatchback 5-doors','1404942882','1461888131','1'
'10747','1979','8773','Hatchback','1404942884','1586466905','1'
'10749','18970','7576','Pickup Double cabin','1404942888','1461881896','1'
'10750','18971','7577','Hatchback 5-doors','1404942890','1461881897','1'
'10751','1987','8777','SUV 3-doors','1404942892','1461888136','1'
'10753','1991','7439','Hatchback','1404942896','1568055121','1'
'10754','1993','7441','wagon','1404942898','1568055122','1'
'10755','1995','7443','wagon','1404942900','1568055122','1'
'10756','1997','7445','Sedan','1404942902','1568055122','1'
'10758','2007','7455','Sedan','1404942913','1568055123','1'
'10760','2220','2492','Pickup One-and-a-half cabin Double Cab','1404943476','1461888617','1'
'10761','2220','2492','Pickup Double cabin Crew Cab','1404943476','1461888617','1'
'10762','2220','2491','Chevrolet Silverado III (K2XX) Pickup Double cabin','1404943476','1448497058','1'
'10763','2220','2491','Extended Cab pickup 4-doors','1404943476','1640004705','1'
'10764','2220','2491','Regular Cab pickup 2-doors','1404943476','1640004705','1'
'10766','2220','2492','Pickup Single cabin','1404943477','1461888617','1'
'10769','2221','2493','Minivan','1404943477','1568055199','1'
'10771','2222','2495','Van 4-doors','1404943478','1463268216','1'
'10772','2222','2496','Minivan','1404943478','1461888624','1'
'10774','2224','8884','SUV 5-doors','1404943481','1461888666','1'
'10775','2225','2497','Minivan 4-doors','1404943482','1568055200','1'
'10776','2225','2498','Minivan 4-doors','1404943482','1568055200','1'
'10777','2225','2499','Mixto minivan 4-doors','1404943482','1568055200','1'
'10778','2226','8904','Van','1404943483','1463268395','1'
'10780','2228','5488','Hatchback 5-doors','1404943486','1568055201','1'
'10781','2228','5488','Hatchback 3-doors','1404943486','1568055201','1'
'10782','2229','2501','Minivan','1404943486','1461888684','1'
'10783','2229','2502','Minivan','1404943486','1461888685','1'
'10784','2230','6918','Combi van 4-doors','1404943488','1463268313','1'
'10785','1717','2481','WRX Sedan 4-doors','1404943489','1577634446','1'
'10786','2232','8898','Hatchback 5-doors','1404943490','1461888727','1'
'10787','2233','5489','DoubleCab pickup 4-doors','1404943491','1568055202','1'
'10788','2233','5489','SingleCab pickup 2-doors','1404943491','1568055201','1'
'10796','1374','2512','Minivan','1405147234','1461886985','1'
'10797','114','2847','S roadster 2-doors','1405149686','1639996399','1'
'10798','701','6931','Pickup Single cabin','1405150285','1461885620','1'
'10800','701','6931','Pickup Double cabin','1405150285','1461885620','1'
'10801','849','2958','Sedan','1405150443','1568054679','1'
'10802','20349','9064','wagon 5-doors','1405150843','1462122497','1'
'10803','2237','8909','Sedan','1405722177','1568055204','1'
'10805','2239','7530','Minivan','1405722178','1568055204','1'
'10806','2240','7504','Minivan','1405722180','1568055204','1'
'10807','2241','5490','Coupe','1405722180','1563373043','1'
'10808','2241','5490','Roadster','1405722180','1563373119','1'
'10809','2242','8885','Microvan','1405722182','1461888668','1'
'10810','2243','3152','Minivan','1405722183','1568055204','1'
'10811','2243','3153','Minivan','1405722183','1461881674','1'
'10812','2243','3154','Minivan','1405722183','1461881674','1'
'10814','2245','3155','Minivan','1405722185','1569243485','1'
'10815','2245','3156','Minivan','1405722185','1461888789','1'
'10816','2246','8913','Compactvan','1405722186','1461888791','1'
'10817','352','3157','Hatchback 5-doors','1406654604','1568054502','1'
'10818','352','3157','Hatchback 3-doors','1406654604','1568054502','1'
